ID,time,domain,event_type
333.0,51.3,1.0,deallocate
333.0,51.3,9.0,allocate
333.0,51.4,9.0,deallocate
333.0,51.4,1.0,allocate
333.0,51.4,1.0,deallocate
333.0,51.4,9.0,allocate
333.0,51.5,9.0,deallocate
333.0,51.5,1.0,allocate
333.0,51.5,1.0,deallocate
333.0,51.5,9.0,allocate
333.0,51.6,9.0,deallocate
333.0,51.6,1.0,allocate
333.0,51.6,1.0,deallocate
333.0,51.6,9.0,allocate
333.0,51.7,9.0,deallocate
333.0,51.7,1.0,allocate
333.0,51.7,1.0,deallocate
333.0,51.7,9.0,allocate
333.0,51.8,9.0,deallocate
333.0,51.8,1.0,allocate
333.0,51.8,1.0,deallocate
333.0,51.8,9.0,allocate
333.0,51.9,9.0,deallocate
333.0,51.9,1.0,allocate
333.0,51.9,1.0,deallocate
333.0,51.9,9.0,allocate
333.0,52.0,9.0,deallocate
333.0,52.0,1.0,allocate
333.0,52.0,1.0,deallocate
333.0,52.0,9.0,allocate
333.0,52.1,9.0,deallocate
333.0,52.1,1.0,allocate
333.0,52.1,1.0,deallocate
333.0,52.1,9.0,allocate
333.0,52.2,9.0,deallocate
333.0,52.2,1.0,allocate
333.0,52.2,1.0,deallocate
333.0,52.2,9.0,allocate
333.0,52.3,9.0,deallocate
333.0,52.3,1.0,allocate
333.0,52.3,1.0,deallocate
333.0,52.3,9.0,allocate
333.0,52.4,9.0,deallocate
333.0,52.4,1.0,allocate
333.0,52.4,1.0,deallocate
333.0,52.4,9.0,allocate
333.0,52.5,9.0,deallocate
333.0,52.5,1.0,allocate
333.0,52.5,1.0,deallocate
333.0,52.5,9.0,allocate
333.0,52.6,9.0,deallocate
333.0,52.6,1.0,allocate
333.0,52.6,1.0,deallocate
333.0,52.6,9.0,allocate
333.0,52.7,9.0,deallocate
333.0,52.7,1.0,allocate
333.0,52.7,1.0,deallocate
333.0,52.7,9.0,allocate
333.0,52.8,9.0,deallocate
333.0,52.8,1.0,allocate
333.0,52.8,1.0,deallocate
333.0,52.8,9.0,allocate
333.0,52.9,9.0,deallocate
333.0,52.9,1.0,allocate
333.0,52.9,1.0,deallocate
333.0,52.9,9.0,allocate
333.0,53.0,9.0,deallocate
333.0,53.0,1.0,allocate
333.0,53.0,1.0,deallocate
333.0,53.0,9.0,allocate
333.0,53.1,9.0,deallocate
333.0,53.1,1.0,allocate
333.0,53.1,1.0,deallocate
333.0,53.1,9.0,allocate
333.0,53.2,9.0,deallocate
333.0,53.2,1.0,allocate
333.0,53.2,1.0,deallocate
333.0,53.2,9.0,allocate
333.0,53.3,9.0,deallocate
333.0,53.3,1.0,allocate
333.0,53.3,1.0,deallocate
333.0,53.3,9.0,allocate
333.0,53.4,9.0,deallocate
333.0,53.4,1.0,allocate
333.0,53.4,1.0,deallocate
333.0,53.4,9.0,allocate
333.0,53.5,9.0,deallocate
333.0,53.5,1.0,allocate
333.0,53.5,1.0,deallocate
333.0,53.5,9.0,allocate
333.0,53.6,9.0,deallocate
333.0,53.6,1.0,allocate
333.0,53.6,1.0,deallocate
333.0,53.6,9.0,allocate
333.0,53.7,9.0,deallocate
333.0,53.7,1.0,allocate
333.0,53.7,1.0,deallocate
333.0,53.7,9.0,allocate
333.0,53.8,9.0,deallocate
333.0,53.8,1.0,allocate
333.0,53.8,1.0,deallocate
333.0,53.8,9.0,allocate
333.0,53.9,9.0,deallocate
333.0,53.9,1.0,allocate
333.0,53.9,1.0,deallocate
333.0,53.9,9.0,allocate
333.0,54.0,9.0,deallocate
333.0,54.0,1.0,allocate
333.0,54.0,1.0,deallocate
333.0,54.0,9.0,allocate
333.0,54.1,9.0,deallocate
333.0,54.1,1.0,allocate
333.0,54.1,1.0,deallocate
333.0,54.1,9.0,allocate
333.0,54.2,9.0,deallocate
333.0,54.2,1.0,allocate
333.0,54.2,1.0,deallocate
333.0,54.2,9.0,allocate
333.0,54.3,9.0,deallocate
333.0,54.3,1.0,allocate
333.0,54.3,1.0,deallocate
333.0,54.3,9.0,allocate
333.0,54.4,9.0,deallocate
333.0,54.4,1.0,allocate
333.0,54.4,1.0,deallocate
333.0,54.4,9.0,allocate
333.0,54.5,9.0,deallocate
333.0,54.5,1.0,allocate
333.0,54.5,1.0,deallocate
333.0,54.5,9.0,allocate
333.0,54.6,9.0,deallocate
333.0,54.6,1.0,allocate
333.0,54.6,1.0,deallocate
333.0,54.6,9.0,allocate
333.0,54.7,9.0,deallocate
333.0,54.7,1.0,allocate
333.0,54.7,1.0,deallocate
333.0,54.7,9.0,allocate
333.0,54.8,9.0,deallocate
333.0,54.8,1.0,allocate
333.0,54.8,1.0,deallocate
333.0,54.8,9.0,allocate
333.0,54.9,9.0,deallocate
333.0,54.9,1.0,allocate
333.0,54.9,1.0,deallocate
333.0,54.9,9.0,allocate
333.0,55.0,9.0,deallocate
333.0,55.0,1.0,allocate
333.0,55.0,1.0,deallocate
333.0,55.0,9.0,allocate
333.0,55.1,9.0,deallocate
333.0,55.1,1.0,allocate
333.0,60.2,1.0,deallocate
333.0,68.6,3.0,allocate
333.0,71.9,3.0,deallocate
333.0,76.5,1.0,allocate
335.0,5.0,9.0,allocate
335.0,55.5,9.0,deallocate
336.0,5.0,9.0,allocate
336.0,29.1,9.0,deallocate
336.0,59.4,1.0,allocate
338.0,5.0,9.0,allocate
338.0,37.2,9.0,deallocate
338.0,71.3,1.0,allocate
341.0,5.0,9.0,allocate
341.0,13.5,9.0,deallocate
341.0,23.3,1.0,allocate
341.0,51.8,1.0,deallocate
341.0,58.8,3.0,allocate
341.0,81.1,3.0,deallocate
341.0,84.0,8.0,allocate
341.0,107.2,8.0,deallocate
341.0,109.3,4.0,allocate
341.0,145.9,4.0,deallocate
341.0,146.6,7.0,allocate
342.0,5.0,9.0,allocate
342.0,15.4,9.0,deallocate
342.0,25.1,1.0,allocate
342.0,47.7,1.0,deallocate
342.0,51.7,3.0,allocate
342.0,80.5,3.0,deallocate
342.0,83.5,8.0,allocate
342.0,104.7,8.0,deallocate
342.0,106.5,4.0,allocate
342.0,133.9,4.0,deallocate
342.0,134.3,7.0,allocate
345.0,5.0,9.0,allocate
345.0,31.7,9.0,deallocate
345.0,51.7,1.0,allocate
348.0,5.7,9.0,allocate
348.0,10.2,9.0,deallocate
348.0,14.6,1.0,allocate
348.0,40.0,1.0,deallocate
348.0,42.9,3.0,allocate
348.0,65.6,3.0,deallocate
348.0,70.8,8.0,allocate
348.0,97.1,8.0,deallocate
348.0,98.6,4.0,allocate
349.0,5.0,9.0,allocate
349.0,32.6,9.0,deallocate
349.0,66.8,1.0,allocate
351.0,5.0,9.0,allocate
351.0,28.7,9.0,deallocate
351.0,48.0,1.0,allocate
351.0,104.6,1.0,deallocate
351.0,109.5,3.0,allocate
351.0,137.9,3.0,deallocate
351.0,139.8,8.0,allocate
351.0,157.6,8.0,deallocate
351.0,159.6,4.0,allocate
351.0,181.1,4.0,deallocate
351.0,181.4,7.0,allocate
352.0,5.0,9.0,allocate
352.0,8.0,9.0,deallocate
352.0,20.5,1.0,allocate
353.0,5.0,9.0,allocate
353.0,42.9,9.0,deallocate
353.0,65.9,1.0,allocate
357.0,10.1,9.0,allocate
357.0,68.3,9.0,deallocate
358.0,12.4,1.0,allocate
358.0,99.0,1.0,deallocate
358.0,115.7,3.0,allocate
358.0,172.5,3.0,deallocate
358.0,181.1,8.0,allocate
358.0,270.2,8.0,deallocate
358.0,278.8,4.0,allocate
358.0,366.3,4.0,deallocate
358.0,368.1,7.0,allocate
358.0,462.8,7.0,deallocate
358.0,472.6,0.0,allocate
359.0,5.0,9.0,allocate
359.0,8.1,9.0,deallocate
359.0,15.0,1.0,allocate
359.0,43.0,1.0,deallocate
359.0,47.4,3.0,allocate
359.0,74.6,3.0,deallocate
359.0,78.7,8.0,allocate
359.0,100.4,8.0,deallocate
359.0,102.3,4.0,allocate
360.0,17.5,1.0,allocate
360.0,104.5,1.0,deallocate
360.0,119.7,3.0,allocate
360.0,177.6,3.0,deallocate
360.0,186.2,8.0,allocate
360.0,276.2,8.0,deallocate
360.0,283.1,4.0,allocate
360.0,370.3,4.0,deallocate
360.0,372.0,7.0,allocate
360.0,468.4,7.0,deallocate
360.0,485.0,0.0,allocate
362.0,5.0,9.0,allocate
362.0,9.4,9.0,deallocate
362.0,35.1,1.0,allocate
364.0,10.5,1.0,allocate
364.0,106.3,1.0,deallocate
364.0,120.1,3.0,allocate
364.0,188.4,3.0,deallocate
364.0,222.7,8.0,allocate
365.0,5.0,9.0,allocate
365.0,10.0,9.0,deallocate
365.0,16.9,1.0,allocate
365.0,47.8,1.0,deallocate
365.0,54.2,3.0,allocate
366.0,5.0,1.0,allocate
366.0,32.1,1.0,deallocate
366.0,35.6,3.0,allocate
366.0,55.3,3.0,deallocate
366.0,57.9,8.0,allocate
368.0,5.0,9.0,allocate
368.0,8.6,9.0,deallocate
369.0,5.0,9.0,allocate
369.0,5.0,9.0,deallocate
369.0,5.0,1.0,allocate
369.0,5.1,1.0,deallocate
369.0,5.1,9.0,allocate
369.0,5.1,9.0,deallocate
369.0,5.1,1.0,allocate
369.0,5.2,1.0,deallocate
369.0,5.2,9.0,allocate
369.0,5.2,9.0,deallocate
369.0,5.2,1.0,allocate
369.0,5.3,1.0,deallocate
369.0,5.3,9.0,allocate
369.0,5.3,9.0,deallocate
369.0,5.3,1.0,allocate
369.0,5.4,1.0,deallocate
369.0,5.4,9.0,allocate
369.0,5.4,9.0,deallocate
369.0,5.4,1.0,allocate
369.0,5.5,1.0,deallocate
369.0,5.5,9.0,allocate
369.0,5.5,9.0,deallocate
369.0,5.5,1.0,allocate
369.0,5.6,1.0,deallocate
369.0,5.6,9.0,allocate
369.0,5.6,9.0,deallocate
369.0,5.6,1.0,allocate
369.0,5.7,1.0,deallocate
369.0,5.7,9.0,allocate
369.0,5.7,9.0,deallocate
369.0,5.7,1.0,allocate
369.0,5.8,1.0,deallocate
369.0,5.8,9.0,allocate
369.0,5.8,9.0,deallocate
369.0,5.8,1.0,allocate
369.0,5.9,1.0,deallocate
369.0,5.9,9.0,allocate
369.0,5.9,9.0,deallocate
369.0,5.9,1.0,allocate
369.0,6.0,1.0,deallocate
369.0,6.0,9.0,allocate
369.0,6.0,9.0,deallocate
369.0,6.0,1.0,allocate
369.0,6.1,1.0,deallocate
369.0,6.1,9.0,allocate
369.0,6.1,9.0,deallocate
369.0,6.1,1.0,allocate
369.0,6.2,1.0,deallocate
369.0,6.2,9.0,allocate
369.0,6.2,9.0,deallocate
369.0,6.2,1.0,allocate
369.0,6.3,1.0,deallocate
369.0,6.3,9.0,allocate
369.0,6.3,9.0,deallocate
369.0,6.3,1.0,allocate
369.0,6.4,1.0,deallocate
369.0,6.4,9.0,allocate
369.0,6.4,9.0,deallocate
369.0,6.4,1.0,allocate
369.0,6.5,1.0,deallocate
369.0,6.5,9.0,allocate
369.0,6.5,9.0,deallocate
369.0,6.5,1.0,allocate
369.0,6.6,1.0,deallocate
369.0,6.6,9.0,allocate
369.0,6.6,9.0,deallocate
369.0,6.6,1.0,allocate
369.0,6.7,1.0,deallocate
369.0,6.7,9.0,allocate
369.0,6.7,9.0,deallocate
369.0,6.7,1.0,allocate
369.0,6.8,1.0,deallocate
369.0,6.8,9.0,allocate
369.0,6.8,9.0,deallocate
369.0,6.8,1.0,allocate
369.0,6.9,1.0,deallocate
369.0,6.9,9.0,allocate
369.0,6.9,9.0,deallocate
369.0,6.9,1.0,allocate
369.0,7.0,1.0,deallocate
369.0,7.0,9.0,allocate
369.0,7.0,9.0,deallocate
369.0,7.0,1.0,allocate
369.0,7.1,1.0,deallocate
369.0,7.1,9.0,allocate
369.0,7.1,9.0,deallocate
369.0,7.1,1.0,allocate
369.0,7.2,1.0,deallocate
369.0,7.2,9.0,allocate
369.0,7.2,9.0,deallocate
369.0,7.2,1.0,allocate
369.0,7.3,1.0,deallocate
369.0,7.3,9.0,allocate
369.0,7.3,9.0,deallocate
369.0,7.3,1.0,allocate
369.0,7.4,1.0,deallocate
369.0,7.4,9.0,allocate
369.0,7.4,9.0,deallocate
369.0,7.4,1.0,allocate
369.0,7.5,1.0,deallocate
369.0,7.5,9.0,allocate
369.0,7.5,9.0,deallocate
369.0,7.5,1.0,allocate
369.0,7.6,1.0,deallocate
369.0,7.6,9.0,allocate
369.0,7.6,9.0,deallocate
369.0,7.6,1.0,allocate
369.0,7.7,1.0,deallocate
369.0,7.7,9.0,allocate
369.0,7.7,9.0,deallocate
369.0,7.7,1.0,allocate
369.0,7.8,1.0,deallocate
369.0,7.8,9.0,allocate
369.0,7.8,9.0,deallocate
369.0,7.8,1.0,allocate
369.0,7.9,1.0,deallocate
369.0,7.9,9.0,allocate
369.0,7.9,9.0,deallocate
369.0,7.9,1.0,allocate
369.0,8.0,1.0,deallocate
369.0,8.0,9.0,allocate
369.0,8.0,9.0,deallocate
369.0,8.0,1.0,allocate
369.0,8.1,1.0,deallocate
369.0,8.1,9.0,allocate
369.0,8.1,9.0,deallocate
369.0,8.1,1.0,allocate
369.0,8.2,1.0,deallocate
369.0,8.2,9.0,allocate
369.0,8.2,9.0,deallocate
369.0,8.2,1.0,allocate
369.0,8.3,1.0,deallocate
369.0,8.3,9.0,allocate
369.0,8.3,9.0,deallocate
369.0,8.3,1.0,allocate
369.0,8.4,1.0,deallocate
369.0,8.4,9.0,allocate
369.0,8.4,9.0,deallocate
369.0,8.4,1.0,allocate
369.0,8.5,1.0,deallocate
369.0,8.5,9.0,allocate
369.0,8.5,9.0,deallocate
369.0,8.5,1.0,allocate
369.0,8.6,1.0,deallocate
369.0,8.6,9.0,allocate
369.0,8.6,9.0,deallocate
369.0,8.6,1.0,allocate
369.0,8.7,1.0,deallocate
369.0,8.7,9.0,allocate
369.0,8.7,9.0,deallocate
369.0,8.7,1.0,allocate
369.0,8.8,1.0,deallocate
369.0,8.8,9.0,allocate
369.0,8.8,9.0,deallocate
369.0,8.8,1.0,allocate
369.0,8.9,1.0,deallocate
369.0,8.9,9.0,allocate
369.0,8.9,9.0,deallocate
369.0,8.9,1.0,allocate
369.0,9.0,1.0,deallocate
369.0,9.0,9.0,allocate
369.0,9.0,9.0,deallocate
369.0,9.0,1.0,allocate
369.0,9.1,1.0,deallocate
369.0,9.1,9.0,allocate
369.0,9.1,9.0,deallocate
369.0,9.1,1.0,allocate
369.0,9.2,1.0,deallocate
369.0,9.2,9.0,allocate
369.0,9.2,9.0,deallocate
369.0,9.2,1.0,allocate
369.0,9.3,1.0,deallocate
369.0,9.3,9.0,allocate
369.0,9.3,9.0,deallocate
369.0,9.3,1.0,allocate
369.0,9.4,1.0,deallocate
369.0,9.4,9.0,allocate
369.0,9.4,9.0,deallocate
369.0,9.4,1.0,allocate
369.0,9.5,1.0,deallocate
369.0,9.5,9.0,allocate
369.0,9.5,9.0,deallocate
369.0,9.5,1.0,allocate
369.0,9.6,1.0,deallocate
369.0,9.6,9.0,allocate
369.0,9.6,9.0,deallocate
369.0,9.6,1.0,allocate
369.0,9.7,1.0,deallocate
369.0,9.7,9.0,allocate
369.0,9.7,9.0,deallocate
369.0,9.7,1.0,allocate
369.0,9.8,1.0,deallocate
369.0,9.8,9.0,allocate
369.0,9.8,9.0,deallocate
369.0,9.8,1.0,allocate
369.0,9.9,1.0,deallocate
369.0,9.9,9.0,allocate
369.0,9.9,9.0,deallocate
369.0,9.9,1.0,allocate
369.0,10.0,1.0,deallocate
369.0,10.0,9.0,allocate
369.0,10.0,9.0,deallocate
369.0,10.0,1.0,allocate
369.0,10.1,1.0,deallocate
369.0,10.1,9.0,allocate
369.0,10.1,9.0,deallocate
369.0,10.1,1.0,allocate
369.0,10.2,1.0,deallocate
369.0,10.2,9.0,allocate
369.0,10.2,9.0,deallocate
369.0,10.2,1.0,allocate
369.0,10.3,1.0,deallocate
369.0,10.3,9.0,allocate
369.0,10.3,9.0,deallocate
369.0,10.3,1.0,allocate
369.0,10.4,1.0,deallocate
369.0,10.4,9.0,allocate
369.0,10.4,9.0,deallocate
369.0,10.4,1.0,allocate
369.0,50.9,1.0,deallocate
369.0,50.9,3.0,allocate
369.0,50.9,3.0,deallocate
369.0,50.9,1.0,allocate
369.0,51.0,1.0,deallocate
369.0,51.0,3.0,allocate
369.0,51.0,3.0,deallocate
369.0,51.0,1.0,allocate
369.0,51.1,1.0,deallocate
369.0,51.1,3.0,allocate
369.0,51.1,3.0,deallocate
369.0,51.1,1.0,allocate
369.0,51.2,1.0,deallocate
369.0,51.2,3.0,allocate
369.0,51.2,3.0,deallocate
369.0,51.2,1.0,allocate
369.0,51.3,1.0,deallocate
369.0,51.3,3.0,allocate
369.0,51.3,3.0,deallocate
369.0,51.3,1.0,allocate
369.0,51.4,1.0,deallocate
369.0,51.4,3.0,allocate
369.0,51.4,3.0,deallocate
369.0,51.4,1.0,allocate
369.0,51.5,1.0,deallocate
369.0,51.5,3.0,allocate
369.0,51.5,3.0,deallocate
369.0,51.5,1.0,allocate
369.0,51.6,1.0,deallocate
369.0,51.6,3.0,allocate
369.0,51.6,3.0,deallocate
369.0,51.6,1.0,allocate
369.0,51.7,1.0,deallocate
369.0,51.7,3.0,allocate
369.0,51.7,3.0,deallocate
369.0,51.7,1.0,allocate
369.0,51.8,1.0,deallocate
369.0,51.8,3.0,allocate
369.0,51.8,3.0,deallocate
369.0,51.8,1.0,allocate
369.0,51.9,1.0,deallocate
369.0,51.9,3.0,allocate
369.0,51.9,3.0,deallocate
369.0,51.9,1.0,allocate
369.0,52.0,1.0,deallocate
369.0,52.0,3.0,allocate
369.0,52.0,3.0,deallocate
369.0,52.0,1.0,allocate
369.0,52.1,1.0,deallocate
369.0,52.1,3.0,allocate
369.0,52.1,3.0,deallocate
369.0,52.1,1.0,allocate
369.0,52.2,1.0,deallocate
369.0,52.2,3.0,allocate
369.0,52.2,3.0,deallocate
369.0,52.2,1.0,allocate
369.0,52.3,1.0,deallocate
369.0,52.3,3.0,allocate
369.0,52.3,3.0,deallocate
369.0,52.3,1.0,allocate
369.0,52.4,1.0,deallocate
369.0,52.4,3.0,allocate
369.0,52.4,3.0,deallocate
369.0,52.4,1.0,allocate
369.0,52.5,1.0,deallocate
369.0,52.5,3.0,allocate
369.0,52.5,3.0,deallocate
369.0,52.5,1.0,allocate
369.0,52.6,1.0,deallocate
369.0,52.6,3.0,allocate
369.0,52.6,3.0,deallocate
369.0,52.6,1.0,allocate
369.0,52.7,1.0,deallocate
369.0,52.7,3.0,allocate
369.0,52.7,3.0,deallocate
369.0,52.7,1.0,allocate
369.0,52.8,1.0,deallocate
369.0,52.8,3.0,allocate
369.0,52.8,3.0,deallocate
369.0,52.8,1.0,allocate
369.0,52.9,1.0,deallocate
369.0,52.9,3.0,allocate
369.0,52.9,3.0,deallocate
369.0,52.9,1.0,allocate
369.0,53.0,1.0,deallocate
369.0,53.0,3.0,allocate
369.0,53.0,3.0,deallocate
369.0,53.0,1.0,allocate
369.0,53.1,1.0,deallocate
369.0,53.1,3.0,allocate
369.0,53.1,3.0,deallocate
369.0,53.1,1.0,allocate
369.0,53.2,1.0,deallocate
369.0,53.2,3.0,allocate
369.0,53.2,3.0,deallocate
369.0,53.2,1.0,allocate
369.0,53.3,1.0,deallocate
369.0,53.3,3.0,allocate
369.0,53.3,3.0,deallocate
369.0,53.3,1.0,allocate
369.0,53.4,1.0,deallocate
369.0,53.4,3.0,allocate
369.0,53.4,3.0,deallocate
369.0,53.4,1.0,allocate
369.0,53.5,1.0,deallocate
369.0,53.5,3.0,allocate
369.0,53.5,3.0,deallocate
369.0,53.5,1.0,allocate
369.0,53.6,1.0,deallocate
369.0,53.6,3.0,allocate
369.0,53.6,3.0,deallocate
369.0,53.6,1.0,allocate
369.0,53.7,1.0,deallocate
369.0,53.7,3.0,allocate
369.0,53.7,3.0,deallocate
369.0,53.7,1.0,allocate
369.0,53.8,1.0,deallocate
369.0,53.8,3.0,allocate
369.0,53.8,3.0,deallocate
369.0,53.8,1.0,allocate
369.0,53.9,1.0,deallocate
369.0,53.9,3.0,allocate
369.0,53.9,3.0,deallocate
369.0,53.9,1.0,allocate
369.0,54.0,1.0,deallocate
369.0,54.0,3.0,allocate
369.0,54.0,3.0,deallocate
369.0,54.0,1.0,allocate
369.0,54.1,1.0,deallocate
369.0,54.1,3.0,allocate
369.0,54.1,3.0,deallocate
369.0,54.1,1.0,allocate
369.0,54.2,1.0,deallocate
369.0,54.2,3.0,allocate
369.0,54.2,3.0,deallocate
369.0,54.2,1.0,allocate
369.0,54.3,1.0,deallocate
369.0,54.3,3.0,allocate
369.0,54.3,3.0,deallocate
369.0,54.3,1.0,allocate
369.0,54.4,1.0,deallocate
369.0,54.4,3.0,allocate
369.0,54.4,3.0,deallocate
369.0,54.4,1.0,allocate
369.0,54.5,1.0,deallocate
369.0,54.5,3.0,allocate
369.0,54.5,3.0,deallocate
369.0,54.5,1.0,allocate
369.0,54.6,1.0,deallocate
369.0,54.6,3.0,allocate
369.0,54.6,3.0,deallocate
369.0,54.6,1.0,allocate
369.0,54.7,1.0,deallocate
369.0,54.7,3.0,allocate
369.0,54.7,3.0,deallocate
369.0,54.7,1.0,allocate
369.0,54.8,1.0,deallocate
369.0,54.8,3.0,allocate
369.0,54.8,3.0,deallocate
369.0,54.8,1.0,allocate
369.0,54.9,1.0,deallocate
369.0,54.9,3.0,allocate
369.0,54.9,3.0,deallocate
369.0,54.9,1.0,allocate
369.0,55.0,1.0,deallocate
369.0,55.0,3.0,allocate
369.0,55.0,3.0,deallocate
369.0,55.0,1.0,allocate
369.0,55.1,1.0,deallocate
369.0,55.1,3.0,allocate
369.0,55.1,3.0,deallocate
369.0,55.1,1.0,allocate
369.0,55.2,1.0,deallocate
369.0,55.2,3.0,allocate
369.0,55.2,3.0,deallocate
369.0,55.2,1.0,allocate
369.0,55.3,1.0,deallocate
369.0,55.3,3.0,allocate
369.0,55.3,3.0,deallocate
369.0,55.3,1.0,allocate
369.0,55.4,1.0,deallocate
369.0,55.4,3.0,allocate
369.0,55.4,3.0,deallocate
369.0,55.4,1.0,allocate
369.0,55.5,1.0,deallocate
369.0,55.5,3.0,allocate
369.0,55.5,3.0,deallocate
369.0,55.5,1.0,allocate
369.0,55.6,1.0,deallocate
369.0,55.6,3.0,allocate
369.0,55.6,3.0,deallocate
369.0,55.6,1.0,allocate
369.0,55.7,1.0,deallocate
369.0,55.7,3.0,allocate
369.0,55.7,3.0,deallocate
369.0,55.7,1.0,allocate
369.0,55.8,1.0,deallocate
369.0,55.8,3.0,allocate
369.0,55.8,3.0,deallocate
369.0,55.8,1.0,allocate
369.0,55.9,1.0,deallocate
369.0,55.9,3.0,allocate
369.0,55.9,3.0,deallocate
369.0,55.9,1.0,allocate
369.0,56.0,1.0,deallocate
369.0,56.0,3.0,allocate
369.0,56.0,3.0,deallocate
369.0,56.0,1.0,allocate
369.0,56.1,1.0,deallocate
369.0,56.1,3.0,allocate
369.0,56.1,3.0,deallocate
369.0,56.1,1.0,allocate
369.0,56.2,1.0,deallocate
369.0,56.2,3.0,allocate
369.0,56.2,3.0,deallocate
369.0,56.2,1.0,allocate
369.0,56.3,1.0,deallocate
369.0,56.3,3.0,allocate
369.0,56.3,3.0,deallocate
369.0,56.3,1.0,allocate
369.0,56.4,1.0,deallocate
369.0,56.4,3.0,allocate
369.0,56.4,3.0,deallocate
369.0,56.4,1.0,allocate
369.0,56.5,1.0,deallocate
369.0,56.5,3.0,allocate
369.0,56.5,3.0,deallocate
369.0,56.5,1.0,allocate
369.0,56.6,1.0,deallocate
369.0,56.6,3.0,allocate
369.0,56.6,3.0,deallocate
369.0,56.6,1.0,allocate
369.0,56.7,1.0,deallocate
369.0,56.7,3.0,allocate
369.0,56.7,3.0,deallocate
369.0,56.7,1.0,allocate
369.0,56.8,1.0,deallocate
369.0,56.8,3.0,allocate
369.0,56.8,3.0,deallocate
369.0,56.8,1.0,allocate
369.0,56.9,1.0,deallocate
369.0,56.9,3.0,allocate
369.0,56.9,3.0,deallocate
369.0,56.9,1.0,allocate
369.0,57.0,1.0,deallocate
369.0,57.0,3.0,allocate
369.0,57.0,3.0,deallocate
369.0,57.0,1.0,allocate
369.0,57.1,1.0,deallocate
369.0,57.1,3.0,allocate
369.0,57.1,3.0,deallocate
369.0,57.1,1.0,allocate
369.0,57.2,1.0,deallocate
369.0,57.2,3.0,allocate
369.0,57.2,3.0,deallocate
369.0,57.2,1.0,allocate
369.0,57.3,1.0,deallocate
369.0,57.3,3.0,allocate
369.0,57.3,3.0,deallocate
369.0,57.3,1.0,allocate
369.0,57.4,1.0,deallocate
369.0,57.4,3.0,allocate
369.0,57.4,3.0,deallocate
369.0,57.4,1.0,allocate
369.0,57.5,1.0,deallocate
369.0,57.5,3.0,allocate
369.0,57.5,3.0,deallocate
369.0,57.5,1.0,allocate
369.0,57.6,1.0,deallocate
369.0,57.6,3.0,allocate
369.0,57.6,3.0,deallocate
369.0,57.6,1.0,allocate
369.0,57.7,1.0,deallocate
369.0,57.7,3.0,allocate
369.0,57.7,3.0,deallocate
369.0,57.7,1.0,allocate
369.0,57.8,1.0,deallocate
369.0,57.8,3.0,allocate
369.0,57.8,3.0,deallocate
369.0,57.8,1.0,allocate
369.0,57.9,1.0,deallocate
369.0,57.9,3.0,allocate
369.0,57.9,3.0,deallocate
369.0,57.9,1.0,allocate
369.0,58.0,1.0,deallocate
369.0,58.0,3.0,allocate
369.0,58.0,3.0,deallocate
369.0,58.0,1.0,allocate
369.0,58.1,1.0,deallocate
369.0,58.1,3.0,allocate
369.0,58.1,3.0,deallocate
369.0,58.1,1.0,allocate
369.0,58.2,1.0,deallocate
369.0,58.2,3.0,allocate
369.0,58.2,3.0,deallocate
369.0,58.2,1.0,allocate
369.0,58.3,1.0,deallocate
369.0,58.3,3.0,allocate
369.0,58.3,3.0,deallocate
369.0,58.3,1.0,allocate
369.0,58.4,1.0,deallocate
369.0,58.4,3.0,allocate
369.0,58.4,3.0,deallocate
369.0,58.4,1.0,allocate
369.0,58.5,1.0,deallocate
369.0,58.5,3.0,allocate
369.0,58.5,3.0,deallocate
369.0,58.5,1.0,allocate
369.0,58.6,1.0,deallocate
369.0,58.6,3.0,allocate
369.0,58.6,3.0,deallocate
369.0,58.6,1.0,allocate
369.0,58.7,1.0,deallocate
369.0,58.7,3.0,allocate
369.0,58.7,3.0,deallocate
369.0,58.7,1.0,allocate
369.0,58.8,1.0,deallocate
369.0,58.8,3.0,allocate
369.0,58.8,3.0,deallocate
369.0,58.8,1.0,allocate
369.0,58.9,1.0,deallocate
369.0,58.9,3.0,allocate
369.0,58.9,3.0,deallocate
369.0,58.9,1.0,allocate
369.0,59.0,1.0,deallocate
369.0,59.0,3.0,allocate
369.0,59.0,3.0,deallocate
369.0,59.0,1.0,allocate
369.0,59.1,1.0,deallocate
369.0,59.1,3.0,allocate
369.0,59.1,3.0,deallocate
369.0,59.1,1.0,allocate
369.0,59.2,1.0,deallocate
369.0,59.2,3.0,allocate
369.0,59.2,3.0,deallocate
369.0,59.2,1.0,allocate
369.0,59.3,1.0,deallocate
369.0,59.3,3.0,allocate
369.0,59.3,3.0,deallocate
369.0,59.3,1.0,allocate
369.0,59.4,1.0,deallocate
369.0,59.4,3.0,allocate
369.0,59.4,3.0,deallocate
369.0,59.4,1.0,allocate
369.0,59.5,1.0,deallocate
369.0,59.5,3.0,allocate
369.0,59.5,3.0,deallocate
369.0,59.5,1.0,allocate
369.0,59.6,1.0,deallocate
369.0,59.6,3.0,allocate
369.0,59.6,3.0,deallocate
369.0,59.6,1.0,allocate
369.0,59.7,1.0,deallocate
369.0,59.7,3.0,allocate
369.0,59.7,3.0,deallocate
369.0,59.7,1.0,allocate
369.0,59.8,1.0,deallocate
369.0,59.8,3.0,allocate
