ID,time,domain,event_type
34.0,10.4,6.0,allocate
34.0,34.7,6.0,deallocate
34.0,40.9,9.0,allocate
34.0,68.1,9.0,deallocate
34.0,75.3,1.0,allocate
34.0,95.7,1.0,deallocate
39.0,5.7,6.0,allocate
39.0,21.4,6.0,deallocate
39.0,30.1,9.0,allocate
39.0,53.7,9.0,deallocate
39.0,57.4,1.0,allocate
39.0,72.6,1.0,deallocate
39.0,76.1,3.0,allocate
39.0,110.3,3.0,deallocate
39.0,111.7,8.0,allocate
39.0,129.3,8.0,deallocate
39.0,131.6,4.0,allocate
39.0,158.9,4.0,deallocate
39.0,159.1,7.0,allocate
40.0,8.6,6.0,allocate
40.0,24.5,6.0,deallocate
40.0,36.6,9.0,allocate
44.0,11.6,6.0,allocate
47.0,10.8,6.0,allocate
47.0,26.4,6.0,deallocate
47.0,39.1,9.0,allocate
47.0,64.4,9.0,deallocate
47.0,67.9,1.0,allocate
47.0,80.7,1.0,deallocate
47.0,83.6,3.0,allocate
47.0,117.1,3.0,deallocate
47.0,118.7,8.0,allocate
47.0,137.0,8.0,deallocate
47.0,139.4,4.0,allocate
60.0,8.0,6.0,allocate
60.0,27.1,6.0,deallocate
60.0,38.1,9.0,allocate
60.0,65.4,9.0,deallocate
74.0,18.9,6.0,allocate
75.0,10.2,6.0,allocate
75.0,18.0,6.0,deallocate
75.0,23.8,9.0,allocate
75.0,38.0,9.0,deallocate
75.0,40.8,1.0,allocate
75.0,53.6,1.0,deallocate
75.0,56.0,3.0,allocate
75.0,75.3,3.0,deallocate
75.0,77.5,8.0,allocate
75.0,98.8,8.0,deallocate
75.0,100.7,4.0,allocate
75.0,124.2,4.0,deallocate
75.0,124.4,7.0,allocate
75.0,143.5,7.0,deallocate
75.0,145.0,0.0,allocate
76.0,6.4,6.0,allocate
76.0,25.2,6.0,deallocate
76.0,25.2,9.0,allocate
76.0,25.2,9.0,deallocate
76.0,25.2,6.0,allocate
76.0,25.3,6.0,deallocate
76.0,25.3,9.0,allocate
76.0,25.3,9.0,deallocate
76.0,25.3,6.0,allocate
76.0,25.4,6.0,deallocate
76.0,25.4,9.0,allocate
76.0,25.4,9.0,deallocate
76.0,25.4,6.0,allocate
76.0,25.5,6.0,deallocate
76.0,25.5,9.0,allocate
76.0,25.5,9.0,deallocate
76.0,25.5,6.0,allocate
76.0,25.6,6.0,deallocate
76.0,25.6,9.0,allocate
76.0,25.6,9.0,deallocate
76.0,25.6,6.0,allocate
76.0,25.7,6.0,deallocate
76.0,25.7,9.0,allocate
76.0,25.7,9.0,deallocate
76.0,25.7,6.0,allocate
76.0,25.8,6.0,deallocate
76.0,25.8,9.0,allocate
76.0,25.8,9.0,deallocate
76.0,25.8,6.0,allocate
76.0,25.9,6.0,deallocate
76.0,25.9,9.0,allocate
76.0,25.9,9.0,deallocate
76.0,25.9,6.0,allocate
76.0,26.0,6.0,deallocate
76.0,26.0,9.0,allocate
76.0,26.0,9.0,deallocate
76.0,26.0,6.0,allocate
76.0,26.1,6.0,deallocate
76.0,26.1,9.0,allocate
76.0,26.1,9.0,deallocate
76.0,26.1,6.0,allocate
76.0,26.2,6.0,deallocate
76.0,26.2,9.0,allocate
76.0,26.2,9.0,deallocate
76.0,26.2,6.0,allocate
76.0,26.3,6.0,deallocate
76.0,26.3,9.0,allocate
76.0,26.3,9.0,deallocate
76.0,26.3,6.0,allocate
76.0,26.4,6.0,deallocate
76.0,26.4,9.0,allocate
76.0,26.4,9.0,deallocate
76.0,26.4,6.0,allocate
76.0,26.5,6.0,deallocate
76.0,26.5,9.0,allocate
76.0,26.5,9.0,deallocate
76.0,26.5,6.0,allocate
76.0,26.6,6.0,deallocate
76.0,26.6,9.0,allocate
76.0,26.6,9.0,deallocate
76.0,26.6,6.0,allocate
76.0,26.7,6.0,deallocate
76.0,26.7,9.0,allocate
76.0,26.7,9.0,deallocate
76.0,26.7,6.0,allocate
76.0,26.8,6.0,deallocate
76.0,26.8,9.0,allocate
76.0,26.8,9.0,deallocate
76.0,26.8,6.0,allocate
76.0,26.9,6.0,deallocate
76.0,26.9,9.0,allocate
76.0,26.9,9.0,deallocate
76.0,26.9,6.0,allocate
76.0,27.0,6.0,deallocate
76.0,27.0,9.0,allocate
76.0,27.0,9.0,deallocate
76.0,27.0,6.0,allocate
76.0,27.1,6.0,deallocate
76.0,27.1,9.0,allocate
76.0,27.1,9.0,deallocate
76.0,27.1,6.0,allocate
76.0,27.2,6.0,deallocate
76.0,27.2,9.0,allocate
76.0,27.2,9.0,deallocate
76.0,27.2,6.0,allocate
76.0,27.3,6.0,deallocate
76.0,27.3,9.0,allocate
76.0,27.3,9.0,deallocate
76.0,27.3,6.0,allocate
76.0,27.4,6.0,deallocate
76.0,27.4,9.0,allocate
76.0,27.4,9.0,deallocate
76.0,27.4,6.0,allocate
76.0,27.5,6.0,deallocate
76.0,27.5,9.0,allocate
76.0,27.5,9.0,deallocate
76.0,27.5,6.0,allocate
76.0,27.6,6.0,deallocate
76.0,27.6,9.0,allocate
76.0,27.6,9.0,deallocate
76.0,27.6,6.0,allocate
76.0,27.7,6.0,deallocate
76.0,27.7,9.0,allocate
76.0,27.7,9.0,deallocate
76.0,27.7,6.0,allocate
76.0,27.8,6.0,deallocate
76.0,27.8,9.0,allocate
76.0,27.8,9.0,deallocate
76.0,27.8,6.0,allocate
76.0,27.9,6.0,deallocate
76.0,27.9,9.0,allocate
76.0,27.9,9.0,deallocate
76.0,27.9,6.0,allocate
76.0,28.0,6.0,deallocate
76.0,28.0,9.0,allocate
76.0,42.0,9.0,deallocate
76.0,42.0,1.0,allocate
76.0,42.0,1.0,deallocate
76.0,42.0,9.0,allocate
76.0,42.1,9.0,deallocate
76.0,42.1,1.0,allocate
76.0,42.1,1.0,deallocate
76.0,42.1,9.0,allocate
76.0,42.2,9.0,deallocate
76.0,42.2,1.0,allocate
76.0,42.2,1.0,deallocate
76.0,42.2,9.0,allocate
76.0,42.3,9.0,deallocate
76.0,42.3,1.0,allocate
76.0,42.3,1.0,deallocate
76.0,42.3,9.0,allocate
76.0,42.4,9.0,deallocate
76.0,42.4,1.0,allocate
76.0,42.4,1.0,deallocate
76.0,42.4,9.0,allocate
76.0,42.5,9.0,deallocate
76.0,42.5,1.0,allocate
76.0,42.5,1.0,deallocate
76.0,42.5,9.0,allocate
76.0,42.6,9.0,deallocate
76.0,42.6,1.0,allocate
76.0,42.6,1.0,deallocate
76.0,42.6,9.0,allocate
76.0,42.7,9.0,deallocate
76.0,42.7,1.0,allocate
76.0,42.7,1.0,deallocate
76.0,42.7,9.0,allocate
76.0,42.8,9.0,deallocate
76.0,42.8,1.0,allocate
76.0,42.8,1.0,deallocate
76.0,42.8,9.0,allocate
76.0,42.9,9.0,deallocate
76.0,42.9,1.0,allocate
76.0,42.9,1.0,deallocate
76.0,42.9,9.0,allocate
76.0,43.0,9.0,deallocate
76.0,43.0,1.0,allocate
76.0,43.0,1.0,deallocate
76.0,43.0,9.0,allocate
76.0,43.1,9.0,deallocate
76.0,43.1,1.0,allocate
76.0,43.1,1.0,deallocate
76.0,43.1,9.0,allocate
76.0,43.2,9.0,deallocate
76.0,43.2,1.0,allocate
76.0,43.2,1.0,deallocate
76.0,43.2,9.0,allocate
76.0,43.3,9.0,deallocate
76.0,43.3,1.0,allocate
76.0,43.3,1.0,deallocate
76.0,43.3,9.0,allocate
76.0,43.4,9.0,deallocate
76.0,43.4,1.0,allocate
76.0,43.4,1.0,deallocate
76.0,43.4,9.0,allocate
76.0,43.5,9.0,deallocate
76.0,43.5,1.0,allocate
76.0,43.5,1.0,deallocate
76.0,43.5,9.0,allocate
76.0,43.6,9.0,deallocate
76.0,43.6,1.0,allocate
76.0,43.6,1.0,deallocate
76.0,43.6,9.0,allocate
76.0,43.7,9.0,deallocate
76.0,43.7,1.0,allocate
76.0,43.7,1.0,deallocate
76.0,43.7,9.0,allocate
76.0,43.8,9.0,deallocate
76.0,43.8,1.0,allocate
76.0,43.8,1.0,deallocate
76.0,43.8,9.0,allocate
76.0,43.9,9.0,deallocate
76.0,43.9,1.0,allocate
76.0,43.9,1.0,deallocate
76.0,43.9,9.0,allocate
76.0,44.0,9.0,deallocate
76.0,44.0,1.0,allocate
76.0,44.0,1.0,deallocate
76.0,44.0,9.0,allocate
76.0,44.1,9.0,deallocate
76.0,44.1,1.0,allocate
76.0,44.1,1.0,deallocate
76.0,44.1,9.0,allocate
76.0,44.2,9.0,deallocate
76.0,44.2,1.0,allocate
76.0,44.2,1.0,deallocate
76.0,44.2,9.0,allocate
76.0,44.3,9.0,deallocate
76.0,44.3,1.0,allocate
76.0,44.3,1.0,deallocate
76.0,44.3,9.0,allocate
76.0,44.4,9.0,deallocate
76.0,44.4,1.0,allocate
76.0,44.4,1.0,deallocate
76.0,44.4,9.0,allocate
76.0,44.5,9.0,deallocate
76.0,44.5,1.0,allocate
76.0,44.5,1.0,deallocate
76.0,44.5,9.0,allocate
76.0,44.6,9.0,deallocate
76.0,44.6,1.0,allocate
76.0,44.6,1.0,deallocate
76.0,44.6,9.0,allocate
76.0,44.7,9.0,deallocate
76.0,44.7,1.0,allocate
76.0,44.7,1.0,deallocate
76.0,44.7,9.0,allocate
76.0,44.8,9.0,deallocate
76.0,44.8,1.0,allocate
76.0,44.8,1.0,deallocate
76.0,44.8,9.0,allocate
76.0,44.9,9.0,deallocate
76.0,44.9,1.0,allocate
76.0,44.9,1.0,deallocate
76.0,44.9,9.0,allocate
76.0,45.0,9.0,deallocate
76.0,45.0,1.0,allocate
76.0,45.0,1.0,deallocate
76.0,45.0,9.0,allocate
76.0,45.1,9.0,deallocate
76.0,45.1,1.0,allocate
76.0,45.1,1.0,deallocate
76.0,45.1,9.0,allocate
76.0,45.2,9.0,deallocate
76.0,45.2,1.0,allocate
76.0,45.2,1.0,deallocate
76.0,45.2,9.0,allocate
76.0,45.3,9.0,deallocate
76.0,45.3,1.0,allocate
76.0,45.3,1.0,deallocate
76.0,45.3,9.0,allocate
76.0,45.4,9.0,deallocate
76.0,45.4,1.0,allocate
76.0,45.4,1.0,deallocate
76.0,45.4,9.0,allocate
76.0,45.5,9.0,deallocate
76.0,45.5,1.0,allocate
76.0,45.5,1.0,deallocate
76.0,45.5,9.0,allocate
76.0,45.6,9.0,deallocate
76.0,45.6,1.0,allocate
76.0,45.6,1.0,deallocate
76.0,45.6,9.0,allocate
76.0,45.7,9.0,deallocate
76.0,45.7,1.0,allocate
76.0,45.7,1.0,deallocate
76.0,45.7,9.0,allocate
76.0,45.8,9.0,deallocate
76.0,45.8,1.0,allocate
76.0,45.8,1.0,deallocate
76.0,45.8,9.0,allocate
76.0,45.9,9.0,deallocate
76.0,45.9,1.0,allocate
76.0,45.9,1.0,deallocate
76.0,45.9,9.0,allocate
76.0,46.0,9.0,deallocate
76.0,46.0,1.0,allocate
76.0,46.0,1.0,deallocate
76.0,46.0,9.0,allocate
76.0,46.1,9.0,deallocate
76.0,46.1,1.0,allocate
76.0,46.1,1.0,deallocate
76.0,46.1,9.0,allocate
76.0,46.2,9.0,deallocate
76.0,46.2,1.0,allocate
76.0,46.2,1.0,deallocate
76.0,46.2,9.0,allocate
76.0,46.3,9.0,deallocate
76.0,46.3,1.0,allocate
76.0,46.3,1.0,deallocate
76.0,46.3,9.0,allocate
76.0,46.4,9.0,deallocate
76.0,46.4,1.0,allocate
76.0,46.4,1.0,deallocate
76.0,46.4,9.0,allocate
76.0,46.5,9.0,deallocate
76.0,46.5,1.0,allocate
76.0,46.5,1.0,deallocate
76.0,46.5,9.0,allocate
76.0,46.6,9.0,deallocate
76.0,46.6,1.0,allocate
76.0,46.6,1.0,deallocate
76.0,46.6,9.0,allocate
76.0,46.7,9.0,deallocate
76.0,46.7,1.0,allocate
76.0,46.7,1.0,deallocate
76.0,46.7,9.0,allocate
76.0,46.8,9.0,deallocate
76.0,46.8,1.0,allocate
76.0,46.8,1.0,deallocate
76.0,46.8,9.0,allocate
76.0,46.9,9.0,deallocate
76.0,46.9,1.0,allocate
76.0,46.9,1.0,deallocate
76.0,46.9,9.0,allocate
76.0,47.0,9.0,deallocate
76.0,47.0,1.0,allocate
76.0,47.0,1.0,deallocate
76.0,47.0,9.0,allocate
76.0,47.1,9.0,deallocate
76.0,47.1,1.0,allocate
76.0,47.1,1.0,deallocate
76.0,47.1,9.0,allocate
76.0,47.2,9.0,deallocate
76.0,47.2,1.0,allocate
76.0,47.2,1.0,deallocate
76.0,47.2,9.0,allocate
76.0,47.3,9.0,deallocate
76.0,47.3,1.0,allocate
76.0,47.3,1.0,deallocate
76.0,47.3,9.0,allocate
76.0,47.4,9.0,deallocate
76.0,47.4,1.0,allocate
76.0,47.4,1.0,deallocate
76.0,47.4,9.0,allocate
76.0,47.5,9.0,deallocate
76.0,47.5,1.0,allocate
76.0,47.5,1.0,deallocate
76.0,47.5,9.0,allocate
76.0,47.6,9.0,deallocate
76.0,47.6,1.0,allocate
76.0,47.6,1.0,deallocate
76.0,47.6,9.0,allocate
76.0,47.7,9.0,deallocate
76.0,47.7,1.0,allocate
76.0,47.7,1.0,deallocate
76.0,47.7,9.0,allocate
76.0,47.8,9.0,deallocate
76.0,47.8,1.0,allocate
76.0,47.8,1.0,deallocate
76.0,47.8,9.0,allocate
76.0,47.9,9.0,deallocate
76.0,47.9,1.0,allocate
76.0,47.9,1.0,deallocate
76.0,47.9,9.0,allocate
76.0,48.0,9.0,deallocate
76.0,48.0,1.0,allocate
76.0,48.0,1.0,deallocate
76.0,48.0,9.0,allocate
76.0,48.1,9.0,deallocate
76.0,48.1,1.0,allocate
76.0,48.1,1.0,deallocate
76.0,48.1,9.0,allocate
76.0,48.2,9.0,deallocate
76.0,48.2,1.0,allocate
76.0,48.2,1.0,deallocate
76.0,48.2,9.0,allocate
76.0,48.3,9.0,deallocate
76.0,48.3,1.0,allocate
76.0,48.3,1.0,deallocate
76.0,48.3,9.0,allocate
76.0,48.4,9.0,deallocate
76.0,48.4,1.0,allocate
76.0,48.4,1.0,deallocate
76.0,48.4,9.0,allocate
76.0,48.5,9.0,deallocate
76.0,48.5,1.0,allocate
76.0,48.5,1.0,deallocate
76.0,48.5,9.0,allocate
76.0,48.6,9.0,deallocate
76.0,48.6,1.0,allocate
76.0,48.6,1.0,deallocate
76.0,48.6,9.0,allocate
76.0,48.7,9.0,deallocate
76.0,48.7,1.0,allocate
76.0,48.7,1.0,deallocate
76.0,48.7,9.0,allocate
76.0,48.8,9.0,deallocate
76.0,48.8,1.0,allocate
76.0,48.8,1.0,deallocate
76.0,48.8,9.0,allocate
76.0,48.9,9.0,deallocate
76.0,48.9,1.0,allocate
76.0,48.9,1.0,deallocate
76.0,48.9,9.0,allocate
76.0,49.0,9.0,deallocate
76.0,49.0,1.0,allocate
76.0,49.0,1.0,deallocate
76.0,49.0,9.0,allocate
76.0,49.1,9.0,deallocate
76.0,49.1,1.0,allocate
76.0,49.1,1.0,deallocate
76.0,49.1,9.0,allocate
76.0,49.2,9.0,deallocate
76.0,49.2,1.0,allocate
76.0,49.2,1.0,deallocate
76.0,49.2,9.0,allocate
76.0,49.3,9.0,deallocate
76.0,49.3,1.0,allocate
76.0,49.3,1.0,deallocate
76.0,49.3,9.0,allocate
76.0,49.4,9.0,deallocate
76.0,49.4,1.0,allocate
76.0,49.4,1.0,deallocate
76.0,49.4,9.0,allocate
76.0,49.5,9.0,deallocate
76.0,49.5,1.0,allocate
76.0,49.5,1.0,deallocate
76.0,49.5,9.0,allocate
76.0,49.6,9.0,deallocate
76.0,49.6,1.0,allocate
76.0,49.6,1.0,deallocate
76.0,49.6,9.0,allocate
76.0,49.7,9.0,deallocate
76.0,49.7,1.0,allocate
76.0,49.7,1.0,deallocate
76.0,49.7,9.0,allocate
76.0,49.8,9.0,deallocate
76.0,49.8,1.0,allocate
76.0,49.8,1.0,deallocate
76.0,49.8,9.0,allocate
76.0,49.9,9.0,deallocate
76.0,49.9,1.0,allocate
76.0,49.9,1.0,deallocate
76.0,49.9,9.0,allocate
76.0,50.0,9.0,deallocate
76.0,50.0,1.0,allocate
76.0,50.0,1.0,deallocate
76.0,50.0,9.0,allocate
76.0,50.1,9.0,deallocate
76.0,50.1,1.0,allocate
76.0,50.1,1.0,deallocate
76.0,50.1,9.0,allocate
76.0,50.2,9.0,deallocate
76.0,50.2,1.0,allocate
76.0,50.2,1.0,deallocate
76.0,50.2,9.0,allocate
76.0,50.3,9.0,deallocate
76.0,50.3,1.0,allocate
76.0,50.3,1.0,deallocate
76.0,50.3,9.0,allocate
76.0,50.4,9.0,deallocate
76.0,50.4,1.0,allocate
76.0,50.4,1.0,deallocate
76.0,50.4,9.0,allocate
76.0,50.5,9.0,deallocate
76.0,50.5,1.0,allocate
76.0,50.5,1.0,deallocate
76.0,50.5,9.0,allocate
76.0,50.6,9.0,deallocate
76.0,50.6,1.0,allocate
76.0,50.6,1.0,deallocate
76.0,50.6,9.0,allocate
76.0,50.7,9.0,deallocate
76.0,50.7,1.0,allocate
76.0,50.7,1.0,deallocate
76.0,50.7,9.0,allocate
76.0,50.8,9.0,deallocate
76.0,50.8,1.0,allocate
76.0,50.8,1.0,deallocate
76.0,50.8,9.0,allocate
76.0,50.9,9.0,deallocate
76.0,50.9,1.0,allocate
76.0,50.9,1.0,deallocate
76.0,50.9,9.0,allocate
76.0,51.0,9.0,deallocate
76.0,51.0,1.0,allocate
76.0,51.0,1.0,deallocate
76.0,51.0,9.0,allocate
76.0,51.1,9.0,deallocate
76.0,51.1,1.0,allocate
76.0,51.1,1.0,deallocate
76.0,51.1,9.0,allocate
76.0,51.2,9.0,deallocate
76.0,51.2,1.0,allocate
76.0,51.2,1.0,deallocate
76.0,51.2,9.0,allocate
76.0,51.3,9.0,deallocate
76.0,51.3,1.0,allocate
76.0,51.3,1.0,deallocate
76.0,51.3,9.0,allocate
76.0,51.4,9.0,deallocate
76.0,51.4,1.0,allocate
76.0,51.4,1.0,deallocate
76.0,51.4,9.0,allocate
76.0,51.5,9.0,deallocate
76.0,51.5,1.0,allocate
76.0,51.5,1.0,deallocate
76.0,51.5,9.0,allocate
76.0,51.6,9.0,deallocate
76.0,51.6,1.0,allocate
76.0,51.6,1.0,deallocate
76.0,51.6,9.0,allocate
76.0,51.7,9.0,deallocate
76.0,51.7,1.0,allocate
76.0,51.7,1.0,deallocate
76.0,51.7,9.0,allocate
76.0,51.8,9.0,deallocate
76.0,51.8,1.0,allocate
76.0,51.8,1.0,deallocate
76.0,51.8,9.0,allocate
76.0,51.9,9.0,deallocate
76.0,51.9,1.0,allocate
76.0,51.9,1.0,deallocate
76.0,51.9,9.0,allocate
76.0,52.0,9.0,deallocate
76.0,52.0,1.0,allocate
76.0,52.0,1.0,deallocate
76.0,52.0,9.0,allocate
76.0,52.1,9.0,deallocate
76.0,52.1,1.0,allocate
76.0,52.1,1.0,deallocate
76.0,52.1,9.0,allocate
76.0,52.2,9.0,deallocate
76.0,52.2,1.0,allocate
76.0,52.2,1.0,deallocate
76.0,52.2,9.0,allocate
76.0,52.3,9.0,deallocate
76.0,52.3,1.0,allocate
76.0,52.3,1.0,deallocate
76.0,52.3,9.0,allocate
76.0,52.4,9.0,deallocate
76.0,52.4,1.0,allocate
76.0,52.4,1.0,deallocate
76.0,52.4,9.0,allocate
76.0,52.5,9.0,deallocate
76.0,52.5,1.0,allocate
76.0,52.5,1.0,deallocate
76.0,52.5,9.0,allocate
76.0,52.6,9.0,deallocate
76.0,52.6,1.0,allocate
76.0,52.6,1.0,deallocate
76.0,52.6,9.0,allocate
76.0,52.7,9.0,deallocate
76.0,52.7,1.0,allocate
76.0,52.7,1.0,deallocate
76.0,52.7,9.0,allocate
76.0,52.8,9.0,deallocate
76.0,52.8,1.0,allocate
76.0,52.8,1.0,deallocate
76.0,52.8,9.0,allocate
76.0,52.9,9.0,deallocate
76.0,52.9,1.0,allocate
76.0,52.9,1.0,deallocate
76.0,52.9,9.0,allocate
76.0,53.0,9.0,deallocate
76.0,53.0,1.0,allocate
76.0,53.0,1.0,deallocate
76.0,53.0,9.0,allocate
76.0,53.1,9.0,deallocate
76.0,53.1,1.0,allocate
76.0,53.1,1.0,deallocate
76.0,53.1,9.0,allocate
76.0,53.2,9.0,deallocate
76.0,53.2,1.0,allocate
76.0,53.2,1.0,deallocate
76.0,53.2,9.0,allocate
76.0,53.3,9.0,deallocate
76.0,53.3,1.0,allocate
76.0,53.3,1.0,deallocate
76.0,53.3,9.0,allocate
76.0,53.4,9.0,deallocate
76.0,53.4,1.0,allocate
76.0,53.4,1.0,deallocate
76.0,53.4,9.0,allocate
76.0,53.5,9.0,deallocate
76.0,53.5,1.0,allocate
76.0,53.5,1.0,deallocate
76.0,53.5,9.0,allocate
76.0,53.6,9.0,deallocate
76.0,53.6,1.0,allocate
76.0,53.6,1.0,deallocate
76.0,53.6,9.0,allocate
76.0,53.7,9.0,deallocate
76.0,53.7,1.0,allocate
76.0,53.7,1.0,deallocate
76.0,53.7,9.0,allocate
76.0,53.8,9.0,deallocate
76.0,53.8,1.0,allocate
76.0,53.8,1.0,deallocate
76.0,53.8,9.0,allocate
76.0,53.9,9.0,deallocate
76.0,53.9,1.0,allocate
76.0,53.9,1.0,deallocate
76.0,53.9,9.0,allocate
76.0,54.0,9.0,deallocate
76.0,54.0,1.0,allocate
76.0,54.0,1.0,deallocate
76.0,54.0,9.0,allocate
76.0,54.1,9.0,deallocate
76.0,54.1,1.0,allocate
76.0,54.1,1.0,deallocate
76.0,54.1,9.0,allocate
76.0,54.2,9.0,deallocate
76.0,54.2,1.0,allocate
76.0,54.2,1.0,deallocate
76.0,54.2,9.0,allocate
76.0,54.3,9.0,deallocate
76.0,54.3,1.0,allocate
76.0,54.3,1.0,deallocate
76.0,54.3,9.0,allocate
76.0,54.4,9.0,deallocate
76.0,54.4,1.0,allocate
76.0,54.4,1.0,deallocate
76.0,54.4,9.0,allocate
76.0,54.5,9.0,deallocate
76.0,54.5,1.0,allocate
76.0,54.5,1.0,deallocate
76.0,54.5,9.0,allocate
76.0,54.6,9.0,deallocate
76.0,54.6,1.0,allocate
76.0,54.6,1.0,deallocate
76.0,54.6,9.0,allocate
76.0,57.1,9.0,deallocate
76.0,57.1,3.0,allocate
76.0,57.1,3.0,deallocate
76.0,57.1,9.0,allocate
76.0,57.2,9.0,deallocate
76.0,57.2,3.0,allocate
76.0,57.2,3.0,deallocate
76.0,57.2,9.0,allocate
76.0,57.3,9.0,deallocate
76.0,57.3,3.0,allocate
76.0,57.3,3.0,deallocate
76.0,57.3,9.0,allocate
76.0,57.4,9.0,deallocate
76.0,57.4,3.0,allocate
76.0,57.4,3.0,deallocate
76.0,57.4,9.0,allocate
76.0,57.5,9.0,deallocate
76.0,57.5,3.0,allocate
76.0,57.5,3.0,deallocate
76.0,57.5,9.0,allocate
76.0,57.6,9.0,deallocate
76.0,57.6,3.0,allocate
76.0,57.6,3.0,deallocate
76.0,57.6,9.0,allocate
76.0,57.7,9.0,deallocate
76.0,57.7,3.0,allocate
76.0,57.7,3.0,deallocate
76.0,57.7,9.0,allocate
76.0,57.8,9.0,deallocate
76.0,57.8,3.0,allocate
76.0,57.8,3.0,deallocate
76.0,57.8,9.0,allocate
76.0,57.9,9.0,deallocate
76.0,57.9,3.0,allocate
76.0,57.9,3.0,deallocate
76.0,57.9,9.0,allocate
76.0,58.0,9.0,deallocate
76.0,58.0,3.0,allocate
76.0,58.0,3.0,deallocate
76.0,58.0,9.0,allocate
76.0,58.1,9.0,deallocate
76.0,58.1,3.0,allocate
76.0,58.1,3.0,deallocate
76.0,58.1,9.0,allocate
76.0,58.2,9.0,deallocate
76.0,58.2,3.0,allocate
76.0,58.2,3.0,deallocate
76.0,58.2,9.0,allocate
76.0,58.3,9.0,deallocate
76.0,58.3,3.0,allocate
76.0,58.3,3.0,deallocate
76.0,58.3,9.0,allocate
76.0,58.4,9.0,deallocate
76.0,58.4,3.0,allocate
76.0,58.4,3.0,deallocate
76.0,58.4,9.0,allocate
76.0,58.5,9.0,deallocate
76.0,58.5,3.0,allocate
76.0,58.5,3.0,deallocate
76.0,58.5,9.0,allocate
76.0,58.6,9.0,deallocate
76.0,58.6,3.0,allocate
76.0,58.6,3.0,deallocate
76.0,58.6,9.0,allocate
76.0,58.7,9.0,deallocate
76.0,58.7,3.0,allocate
76.0,58.7,3.0,deallocate
76.0,58.7,9.0,allocate
76.0,58.8,9.0,deallocate
76.0,58.8,3.0,allocate
76.0,58.8,3.0,deallocate
76.0,58.8,9.0,allocate
76.0,58.9,9.0,deallocate
76.0,58.9,3.0,allocate
76.0,58.9,3.0,deallocate
76.0,58.9,9.0,allocate
76.0,59.0,9.0,deallocate
76.0,59.0,3.0,allocate
76.0,59.0,3.0,deallocate
76.0,59.0,9.0,allocate
76.0,59.1,9.0,deallocate
76.0,59.1,3.0,allocate
76.0,59.1,3.0,deallocate
76.0,59.1,9.0,allocate
76.0,59.2,9.0,deallocate
76.0,59.2,3.0,allocate
76.0,59.2,3.0,deallocate
76.0,59.2,9.0,allocate
76.0,59.3,9.0,deallocate
76.0,59.3,3.0,allocate
76.0,59.3,3.0,deallocate
76.0,59.3,9.0,allocate
76.0,59.4,9.0,deallocate
76.0,59.4,3.0,allocate
76.0,59.4,3.0,deallocate
76.0,59.4,9.0,allocate
76.0,59.5,9.0,deallocate
76.0,59.5,3.0,allocate
76.0,59.5,3.0,deallocate
76.0,59.5,9.0,allocate
76.0,59.6,9.0,deallocate
76.0,59.6,3.0,allocate
76.0,59.6,3.0,deallocate
76.0,59.6,9.0,allocate
76.0,59.7,9.0,deallocate
76.0,59.7,3.0,allocate
76.0,59.7,3.0,deallocate
76.0,59.7,9.0,allocate
76.0,59.8,9.0,deallocate
76.0,59.8,3.0,allocate
76.0,59.8,3.0,deallocate
76.0,59.8,9.0,allocate
76.0,59.9,9.0,deallocate
76.0,59.9,3.0,allocate
76.0,59.9,3.0,deallocate
76.0,59.9,9.0,allocate
76.0,60.0,9.0,deallocate
76.0,60.0,3.0,allocate
76.0,60.0,3.0,deallocate
76.0,60.0,9.0,allocate
76.0,60.1,9.0,deallocate
76.0,60.1,3.0,allocate
76.0,60.1,3.0,deallocate
76.0,60.1,9.0,allocate
76.0,60.2,9.0,deallocate
76.0,60.2,3.0,allocate
76.0,60.2,3.0,deallocate
76.0,60.2,9.0,allocate
76.0,60.3,9.0,deallocate
76.0,60.3,3.0,allocate
76.0,60.3,3.0,deallocate
76.0,60.3,9.0,allocate
76.0,60.4,9.0,deallocate
76.0,60.4,3.0,allocate
76.0,60.4,3.0,deallocate
76.0,60.4,9.0,allocate
76.0,60.5,9.0,deallocate
76.0,60.5,3.0,allocate
76.0,60.5,3.0,deallocate
76.0,60.5,9.0,allocate
76.0,60.6,9.0,deallocate
76.0,60.6,3.0,allocate
76.0,60.6,3.0,deallocate
76.0,60.6,9.0,allocate
76.0,60.7,9.0,deallocate
76.0,60.7,3.0,allocate
76.0,60.7,3.0,deallocate
76.0,60.7,9.0,allocate
76.0,60.8,9.0,deallocate
76.0,60.8,3.0,allocate
76.0,60.8,3.0,deallocate
76.0,60.8,9.0,allocate
76.0,60.9,9.0,deallocate
76.0,60.9,3.0,allocate
76.0,60.9,3.0,deallocate
76.0,60.9,9.0,allocate
76.0,61.0,9.0,deallocate
76.0,61.0,3.0,allocate
76.0,61.0,3.0,deallocate
76.0,61.0,9.0,allocate
76.0,61.1,9.0,deallocate
76.0,61.1,3.0,allocate
76.0,61.1,3.0,deallocate
76.0,61.1,9.0,allocate
76.0,61.2,9.0,deallocate
76.0,61.2,3.0,allocate
76.0,61.2,3.0,deallocate
76.0,61.2,9.0,allocate
76.0,61.3,9.0,deallocate
76.0,61.3,3.0,allocate
